name,country,age,wealth,residence,year
Eugen Viehof & family,Germany,92,1.9,Germany,2009
Wee Cho Yaw & family,Singapore,80,1.9,Singapore,2009
Zong Qinghou,China,63,1.9,China,2009
Gautam Adani,India,46,1.8,India,2009
Rinat Akhmetov,Ukraine,42,1.8,Ukraine,2009
Abdulla Al Futtaim,United Arab Emirates,n/a,1.8,United Arab Emirates,2009
Mohammed Al Issa,Saudi Arabia,n/a,1.8,Saudi Arabia,2009
Abdullah Al Rajhi,Saudi Arabia,n/a,1.8,Saudi Arabia,2009
John Anderson,United States,91,1.8,United States,2009
Nadhmi Auchi,United Kingdom,71,1.8,United Kingdom,2009
Nicolas Berggruen,United States,47,1.8,United States,2009
Charles Bronfman,Canada,77,1.8,Canada,2009
Chen Din Hwa,Hong Kong,86,1.8,Hong Kong,2009
Philippe Foriel-Destezet,France,73,1.8,United Kingdom,2009
Alexander Frolov,Russia,44,1.8,Russia,2009
Frits Goldschmeding,Netherlands,75,1.8,Netherlands,2009
David Gottesman,United States,82,1.8,United States,2009
He Xiangjian & family,China,66,1.8,China,2009
Martha Ingram & family,United States,73,1.8,United States,2009
Jess Jackson,United States,79,1.8,United States,2009
Indu Jain,India,72,1.8,India,2009
Mike Lazaridis,Canada,48,1.8,Canada,2009
Fredrik Lundberg,Sweden,57,1.8,Sweden,2009
Dinu Patriciu,Romania,58,1.8,Romania,2009
Gregorio Perez Companc & family,Argentina,74,1.8,Argentina,2009
Florentino Perez,Spain,62,1.8,Spain,2009
Stewart Rahr,United States,63,1.8,United States,2009
Robert Rich Jr,United States,68,1.8,United States,2009
Edward Roski Jr,United States,70,1.8,United States,2009
Dieter Schnabel,Germany,63,1.8,Germany,2009
Jeffrey Skoll,Canada,44,1.8,United States,2009
John Sperling,United States,88,1.8,United States,2009
Sylvia Stroher,Germany,54,1.8,Germany,2009
Nikolai Tsvetkov,Russia,48,1.8,Russia,2009
Viktor Vekselberg,Russia,51,1.8,Russia,2009
Yeoh Tiong Lay & family,Malaysia,79,1.8,Malaysia,2009
Leonore Annenberg,United States,91,1.7,United States,2009
James Balsillie,Canada,48,1.7,Canada,2009
Frank Batten Sr,United States,82,1.7,United States,2009
Hubert Burda,Germany,69,1.7,Germany,2009
Alan Casden,United States,63,1.7,United States,2009
John Catsimatidis,United States,60,1.7,United States,2009
Charles Dolan & family,United States,82,1.7,United States,2009
Thomas Frist Jr & family,United States,70,1.7,United States,2009
Phillip Frost,United States,72,1.7,United States,2009
William Fung,Hong Kong,61,1.7,Hong Kong,2009
Michael Hartono,Indonesia,69,1.7,Indonesia,2009
R Budi Hartono,Indonesia,68,1.7,Indonesia,2009
William Randolph Hearst III,United States,59,1.7,United States,2009
Esther Koplowitz,Spain,58,1.7,Spain,2009
Shiv Nadar,India,63,1.7,India,2009
Axel Oberwelland,Germany,42,1.7,Germany,2009
Peter Peterson,United States,82,1.7,United States,2009
Onsi Sawiris,Egypt,79,1.7,Egypt,2009
Leslie Wexner,United States,71,1.7,United States,2009
Dean White,United States,85,1.7,United States,2009
Peter Buck,United States,78,1.6,United States,2009
John Caudwell,United Kingdom,56,1.6,United Kingdom,2009
Jim Davis & family,United States,65,1.6,United States,2009
Fred DeLuca,United States,61,1.6,United States,2009
Victor Fung,United States,63,1.6,Hong Kong,2009
Hui Wing Mau,Hong Kong,58,1.6,Hong Kong,2009
Barry Lam,Taiwan,59,1.6,Taiwan,2009
Richard Peery,United States,68,1.6,United States,2009
Stefano Pessina,Italy,67,1.6,Monaco,2009
Bruno Schroder & family,United Kingdom,76,1.6,United Kingdom,2009
Walter Scott Jr,United States,77,1.6,United States,2009
David Shaw,United States,58,1.6,United States,2009
Friede Springer,Germany,66,1.6,Germany,2009
Sukanto Tanoto,Indonesia,59,1.6,Singapore,2009
Sarik Tara,Turkey,78,1.6,Turkey,2009
Donald Trump,United States,62,1.6,United States,2009
Alisher Usmanov,Russia,55,1.6,Russia,2009
Zhang Xin & family,China,44,1.6,China,2009
Ali Ibrahim Agaoglu,Turkey,55,1.5,Turkey,2009
Anil Agarwal,India,55,1.5,United Kingdom,2009
Dennis Albaugh,United States,59,1.5,United States,2009
John Arrillaga,United States,71,1.5,United States,2009
Louis Bacon,United States,50,1.5,United Kingdom,2009
Edward Bass,United States,64,1.5,United States,2009
Carlo Benetton,Italy,65,1.5,Italy,2009
Gilberto Benetton,Italy,67,1.5,Italy,2009
Giuliana Benetton,Italy,71,1.5,Italy,2009
Luciano Benetton,Italy,73,1.5,Italy,2009
Neil Bluhm,United States,71,1.5,United States,2009
Chen Fashu,China,48,1.5,China,2009
Chu Lam Yiu,Hong Kong,39,1.5,Hong Kong,2009
Chung Mong-Koo,South Korea,71,1.5,South Korea,2009
Dermot Desmond,Ireland,59,1.5,Ireland,2009
Abilio dos Santos Diniz,Brazil,72,1.5,Brazil,2009
Israel Englander,United States,60,1.5,United States,2009
Thomas Friedkin,United States,73,1.5,United States,2009
Rolf Gerling,Germany,54,1.5,Switzerland,2009
Kenneth Griffin,United States,40,1.5,United States,2009
Timothy Headington,United States,58,1.5,United States,2009
Hans-Werner Hector,Germany,69,1.5,Germany,2009
Jeffrey Hildebrand,United States,50,1.5,United States,2009
Joseph Jamail Jr,United States,83,1.5,United States,2009
Ryoichi Jinnai,Japan,82,1.5,Japan,2009
Daryl Katz,Canada,47,1.5,Canada,2009
Brad Kelley,United States,52,1.5,United States,2009
Randal Kirk,United States,55,1.5,United States,2009
William Koch,United States,68,1.5,United States,2009
Robert Kraft,United States,67,1.5,United States,2009
Lev Leviev,Israel,53,1.5,United Kingdom,2009
Liang Wengen,China,52,1.5,China,2009
Lu Zhiqiang,China,56,1.5,China,2009
John Malone,United States,68,1.5,United States,2009
Clayton Mathile,United States,68,1.5,United States,2009
Mario Moretti Polegato,Italy,56,1.5,Italy,2009
Henry Ross Perot Jr,United States,50,1.5,United States,2009
Cyrus Poonawalla,India,67,1.5,India,2009
Richard Pratt,Australia,74,1.5,Australia,2009
Sean Quinn & family,Ireland,62,1.5,Ireland,2009
Trevor Rees-Jones,United States,58,1.5,United States,2009
Marc Rich,United States,74,1.5,Switzerland,2009
Kjell Inge Rokke,Norway,50,1.5,Norway,2009
Donald Schneider,United States,73,1.5,United States,2009
Shi Yuzhu,China,47,1.5,China,2009
Thomas Siebel,United States,56,1.5,United States,2009
Jerry Speyer,United States,68,1.5,United States,2009
Katsumi Tada,Japan,63,1.5,Japan,2009
Harry Triguboff,Australia,76,1.5,Australia,2009
Klaus Tschira,Germany,68,1.5,Germany,2009
John Whittaker,United Kingdom,67,1.5,United Kingdom,2009
Stephen Wynn,United States,67,1.5,United States,2009
Zhou Furen & family,China,58,1.5,China,2009
Mortimer Zuckerman,United States,71,1.5,United States,2009
S Daniel Abraham,United States,84,1.4,United States,2009
Francesco Gaetano Caltagirone,Italy,66,1.4,Italy,2009
Leon Charney,United States,67,1.4,United States,2009
William Conway Jr,United States,59,1.4,United States,2009
Phoebe Hearst Cooke,United States,82,1.4,United States,2009
Daniel D'Aniello,United States,62,1.4,United States,2009
Richard Desmond,United Kingdom,57,1.4,United Kingdom,2009
Ennio Doris & family,Italy,68,1.4,Italy,2009
Soichiro Fukutake,Japan,63,1.4,Japan,2009
Saad Hariri,Saudi Arabia,38,1.4,Saudi Arabia,2009
Austin Hearst,United States,56,1.4,United States,2009
David Hearst Jr,United States,63,1.4,United States,2009
George Hearst Jr,United States,81,1.4,United States,2009
Michael Heisley Sr,United States,72,1.4,United States,2009
Stanley Stub Hubbard,United States,75,1.4,United States,2009
Michael Ilitch,United States,79,1.4,United States,2009
Omid Kordestani,United States,45,1.4,United States,2009
Thomas Lee,United States,64,1.4,United States,2009
George Lindemann & family,United States,73,1.4,United States,2009
Carl Lindner Jr & family,United States,89,1.4,United States,2009
Ma Huateng,China,37,1.4,China,2009
Margaret Magerko,United States,43,1.4,United States,2009
Alfred Mann,United States,83,1.4,United States,2009
"Billy Joe ""Red"" McCombs",United States,81,1.4,United States,2009
Drayton McLane Jr,United States,72,1.4,United States,2009
Charles Munger,United States,85,1.4,United States,2009
Igor Olenicoff,United States,66,1.4,United States,2009
David Rich,United States,64,1.4,United States,2009
Hans Riegel,Germany,86,1.4,Germany,2009
Paul Riegel,Germany,82,1.4,Germany,2009
David Rubenstein,United States,59,1.4,United States,2009
Tamir Sapir,United States,61,1.4,United States,2009
Martua Sitorus,Indonesia,49,1.4,Singapore,2009
Peter Sperling,United States,49,1.4,United States,2009
Lucio Tan & family,Philippines,74,1.4,Philippines,2009
Albert Ueltschi,United States,91,1.4,United States,2009
Andreas von Bechtolsheim,Germany,53,1.4,United States,2009
George Argyros,United States,72,1.3,United States,2009
Jose Maria Aristrain,Spain,46,1.3,Spain,2009
Carl Berg,United States,71,1.3,United States,2009
Thomas Bruch,Germany,58,1.3,Germany,2009
Austen Cargill II,United States,58,1.3,United States,2009
James Cargill II,United States,59,1.3,United States,2009
Mary Janet Cargill,United States,85,1.3,United States,2009
Dhanin Chearavanont,Thailand,69,1.3,Thailand,2009
Chung Mong-Joon,South Korea,57,1.3,South Korea,2009
Gustaf Douglas,Sweden,71,1.3,Sweden,2009
Gerald J Ford,United States,64,1.3,United States,2009
B Thomas Golisano,United States,67,1.3,United States,2009
Alec Gores,United States,56,1.3,United States,2009
Jeffrey Greene,United States,54,1.3,United States,2009
Irwin Jacobs,United States,75,1.3,United States,2009
Jeremy Jacobs Sr,United States,69,1.3,United States,2009
Jerral Jones,United States,66,1.3,United States,2009
Herbert Kohler Jr & family,United States,70,1.3,United States,2009
Marianne Liebmann,United States,55,1.3,United States,2009
Lu Guanqiu,China,64,1.3,China,2009
Craig McCaw,United States,59,1.3,United States,2009
Gary Michelson,United States,60,1.3,United States,2009
Patrice Motsepe,South Africa,47,1.3,South Africa,2009
Michael Price,United States,56,1.3,United States,2009
Thomas Pritzker,United States,58,1.3,United States,2009
Raj Rajaratnam,United States,51,1.3,United States,2009
Julian Robertson Jr,United States,77,1.3,United States,2009
Wilbur Ross Jr,United States,71,1.3,United States,2009
Patrick Ryan,United States,71,1.3,United States,2009
Henry Samueli,United States,54,1.3,United States,2009
Emanuele (Lino) Saputo,Canada,72,1.3,Canada,2009
Eduard Shifrin,United Kingdom,48,1.3,United Kingdom,2009
Alexander Shnaider,Canada,40,1.3,Canada,2009
Melvin Simon,United States,82,1.3,United States,2009
Frederick Smith,United States,64,1.3,United States,2009
Helmut Sohmen,Austria,69,1.3,Hong Kong,2009
George Steinbrenner III,United States,78,1.3,United States,2009
Jon Stryker,United States,50,1.3,United States,2009
Yitzhak Tshuva,Israel,60,1.3,Israel,2009
Todd Wagner,United States,48,1.3,United States,2009
Wang Chuanfu,China,43,1.3,China,2009
Ahmet Nazif Zorlu,Turkey,64,1.3,Turkey,2009
Mohamed Al-Bahar,Kuwait,n/a,1.2,Kuwait,2009
Edmund Ansin,United States,73,1.2,United States,2009
Stephen Bisciotti,United States,48,1.2,United States,2009
Arthur Blank,United States,66,1.2,United States,2009
Norman Braman,United States,76,1.2,United States,2009
Charles Brandes,United States,66,1.2,United States,2009
Patokh Chodiev,Belgium,56,1.2,Kazakhstan,2009
Alfred James Clark,United States,81,1.2,United States,2009
William Connor II,United States,59,1.2,Hong Kong,2009
L John Doerr,United States,58,1.2,United States,2009
David Filo,United States,42,1.2,United States,2009
John Fisher,United States,47,1.2,United States,2009
Barbara Carlson Gage & family,United States,66,1.2,United States,2009
Pincus Green,United States,73,1.2,Israel,2009
Roberto Hernandez Ramirez,Mexico,67,1.2,Mexico,2009
Ingeburg Herz,Germany,89,1.2,Germany,2009
Alijan Ibragimov,Kazakhstan,55,1.2,Kazakhstan,2009
Stephen Jarislowsky,Canada,83,1.2,Canada,2009
Ihor Kolomoyskyy,Ukraine,n/a,1.2,Ukraine,2009
Uday Kotak,India,50,1.2,India,2009
Michael Krasny,United States,55,1.2,United States,2009
Guilherme Peirao Leal,Brazil,58,1.2,Brazil,2009
Li Sze Lim,Hong Kong,52,1.2,China,2009
Vincent Lo,Hong Kong,60,1.2,Hong Kong,2009
Alexander Machkevich,Israel,55,1.2,Kazakhstan,2009
Stephen Mandel Jr,United States,53,1.2,United States,2009
Kalanithi Maran,India,43,1.2,India,2009
Bernard Marcus,United States,79,1.2,United States,2009
Robert McNair,United States,72,1.2,United States,2009
Marilyn Carlson Nelson & family,United States,69,1.2,United States,2009
Henry Nicholas III,United States,49,1.2,United States,2009
Femi Otedola,Nigeria,42,1.2,Nigeria,2009
Anthony Pritzker,United States,48,1.2,United States,2009
Jay Robert (JB) Pritzker,United States,44,1.2,United States,2009
Chandru Raheja,India,68,1.2,India,2009
Johann Rupert & family,South Africa,58,1.2,South Africa,2009
Lynn Schusterman,United States,70,1.2,United States,2009
Antonio Luiz Seabra,Brazil,66,1.2,United Kingdom,2009
Kavitark Ram Shriram,United States,52,1.2,United States,2009
Pat Stryker,United States,52,1.2,United States,2009
David Tepper,United States,50,1.2,United States,2009
Wilma Tisch,United States,81,1.2,United States,2009
Peter Unger,Germany,64,1.2,Germany,2009
Vladimir Yevtushenkov,Russia,60,1.2,Russia,2009
Zhang Li,China,56,1.2,China,2009
Zhang Zhixiang,China,42,1.2,China,2009
Kenneth Adams Jr,United States,86,1.1,United States,2009
Khalaf Al Habtoor,United Arab Emirates,59,1.1,United Arab Emirates,2009
Mohammed Al Rajhi,Saudi Arabia,n/a,1.1,Saudi Arabia,2009
Alberto Alcocer,Spain,66,1.1,Spain,2009
Bassam Alghanim,Kuwait,n/a,1.1,Kuwait,2009
Kutayba Alghanim,Kuwait,62,1.1,Kuwait,2009
Michael Ashley,United Kingdom,49,1.1,United Kingdom,2009
Leon Black,United States,57,1.1,United States,2009
Henadiy Boholyubov,Ukraine,47,1.1,Ukraine,2009
Emilio Botin,Spain,74,1.1,Spain,2009
Julio Bozano,Brazil,73,1.1,Brazil,2009
Subhash Chandra,India,58,1.1,India,2009
David Cheriton,Canada,57,1.1,United States,2009
Alberto Cortina,Spain,63,1.1,Spain,2009
William Ding,China,38,1.1,China,2009
Dou Zhenggang,China,55,1.1,China,2009
Kenneth Fisher,United States,58,1.1,United States,2009
John Gandel,Australia,74,1.1,Australia,2009
Alan Gerry,United States,79,1.1,United States,2009
Christopher Goldsbury,United States,66,1.1,United States,2009
David Green,United States,67,1.1,United States,2009
Albert Gubay,United Kingdom,80,1.1,United Kingdom,2009
Guo Guangchang,China,42,1.1,China,2009
Mubariz Gurbanoglu,Turkey,41,1.1,Turkey,2009
Marguerite Harbert,United States,85,1.1,United States,2009
Aymin Hariri,Saudi Arabia,30,1.1,Saudi Arabia,2009
Fahd Hariri,Lebanon,28,1.1,France,2009
John Henry,United States,59,1.1,United States,2009
Huang Wei & family,China,49,1.1,China,2009
James Irsay,United States,49,1.1,United States,2009
Vinod Khosla,United States,54,1.1,United States,2009
Marc Lasry,United States,48,1.1,United States,2009
Richard Li,Hong Kong,42,1.1,Hong Kong,2009
Joseph Mansueto,United States,52,1.1,United States,2009
Anne Windfohr Marion,United States,70,1.1,United States,2009
William Moncrief Jr,United States,89,1.1,United States,2009
John Morgridge,United States,75,1.1,United States,2009
Shigenobu Nagamori,Japan,64,1.1,Japan,2009
Kerr Neilson,Australia,59,1.1,Australia,2009
Or Wai Sheun,Hong Kong,57,1.1,Hong Kong,2009
Nelson Peltz,United States,66,1.1,United States,2009
Penny Pritzker,United States,49,1.1,United States,2009
Ferit Sahenk,Turkey,45,1.1,Turkey,2009
Richard Scaife,United States,76,1.1,United States,2009
Roustam Tariko,Russia,47,1.1,Russia,2009
Murat Ulker,Turkey,49,1.1,Turkey,2009
Hope Hill van Beuren,United States,75,1.1,United States,2009
Murat Vargi,Turkey,60,1.1,Turkey,2009
Martin Viessmann,Germany,55,1.1,Germany,2009
Dieter von Holtzbrinck,Germany,67,1.1,Germany,2009
Charlotte Colket Weber,United States,66,1.1,United States,2009
Margaret Whitman,United States,52,1.1,United States,2009
Jerry Yang,United States,40,1.1,United States,2009
Zhang Guiping & family,China,57,1.1,China,2009
John Abele,United States,72,1,United States,2009
Emilio Azcarraga Jean,Mexico,41,1,Mexico,2009
Bakhytbek Baiseitov,Kazakhstan,n/a,1,Kazakhstan,2009
Enrique Banuelos,Spain,43,1,Spain,2009
Ron Baron,United States,65,1,United States,2009
Thomas Barrack,United States,61,1,United States,2009
Heinz Bauer,Germany,69,1,Germany,2009
Jose Berardo,Portugal,64,1,Portugal,2009
Boris Berezovsky,Russia,63,1,United Kingdom,2009
Bjorgolfur Thor Bjorgolfsson,Iceland,42,1,United Kingdom,2009
David Bonderman,United States,66,1,United States,2009
Ahmet Calik,Turkey,50,1,Turkey,2009
Christopher Chandler,New Zealand,49,1,New Zealand,2009
Richard Chandler,New Zealand,50,1,New Zealand,2009
Cho Tak Wong,Hong Kong,63,1,China,2009
Scott Cook,United States,56,1,United States,2009
Leon G Cooperman,United States,65,1,United States,2009
Bharat Desai & family,United States,56,1,United States,2009
Anurag Dikshit,India,37,1,Gibraltar,2009
Barry Diller,United States,67,1,United States,2009
James Dinan,United States,49,1,United States,2009
Du Shuanghua,China,44,1,China,2009
Glenn Dubin,United States,51,1,United States,2009
David Duffield,United States,68,1,United States,2009
James Dyson,United Kingdom,61,1,United Kingdom,2009
John Edson,United States,76,1,United States,2009
Richard Egan,United States,73,1,United States,2009
Michael Federmann & family,Israel,65,1,Israel,2009
Robert Fisher,United States,55,1,United States,2009
Theodore Forstmann,United States,69,1,United States,2009
Lindsay Fox,Australia,70,1,Australia,2009
James France,United States,64,1,United States,2009
Jean-Claude Gandur,Switzerland,60,1,United Kingdom,2009
Joaquin Guzman Loera,Mexico,54,1,Mexico,2009
Dorrance Hamilton,United States,80,1,United States,2009
Han Chang-Woo & family,Japan,78,1,Japan,2009
Alfredo Harp Helu & family,Mexico,65,1,Mexico,2009
Thomas Hicks,United States,63,1,United States,2009
Stanley Ho,Hong Kong,87,1,Hong Kong,2009
Huang Rulun,China,57,1,China,2009
Morris Kahn,Israel,79,1,Israel,2009
Nasser Khalili,United Kingdom,63,1,United Kingdom,2009
Lev Kvetnoi,Russia,43,1,Russia,2009
Leslie Lampton,United States,84,1,United States,2009
Lee Myung-Hee,South Korea,65,1,South Korea,2009
Michael Lee-Chin,Canada,58,1,Canada,2009
Lin Rong San,Taiwan,n/a,1,Taiwan,2009
Friedhelm Loh,Germany,62,1,Germany,2009
Niels Peter Louis-Hansen,Denmark,61,1,Denmark,2009
Jeffrey Lurie,United States,57,1,United States,2009
William Macaulay,United States,63,1,United States,2009
Andrey Melnichenko,Russia,37,1,Russia,2009
Minoru Mori,Japan,74,1,Japan,2009
Manuel Moroun,United States,81,1,United States,2009
Kenneth Morrison,United Kingdom,77,1,United Kingdom,2009
Tuncay Ozilhan,Turkey,61,1,Turkey,2009
Sebastian Pinera,Chile,59,1,Chile,2009
Daniel Pritzker,United States,50,1,United States,2009
James Pritzker,United States,57,1,United States,2009
Jean (Gigi) Pritzker,United States,47,1,United States,2009
John Pritzker,United States,56,1,United States,2009
Karen Pritzker,United States,51,1,United States,2009
Linda Pritzker,United States,55,1,United States,2009
Sumner Redstone,United States,85,1,United States,2009
Leandro Rizzuto,United States,71,1,United States,2009
Alexander Rovt,United States,56,1,United States,2009
Joanne (JK) Rowling,United Kingdom,43,1,Scotland,2009
Lily Safra,Monaco,71,1,United Kingdom,2009
Filiz Sahenk,Turkey,42,1,Turkey,2009
David Sainsbury,United Kingdom,68,1,United Kingdom,2009
Thomas Sandell,Sweden,48,1,United States,2009
T Denny Sanford,United States,73,1,United States,2009
Madeleine Schickedanz,Germany,65,1,Switzerland,2009
Monika Schoeller,Germany,70,1,Germany,2009
Thomas Secunda,United States,54,1,United States,2009
Walter Shorenstein & family,United States,94,1,United States,2009
Evgeny (Eugene) Shvidler,United States,45,1,United Kingdom,2009
Daniel Snyder,United States,44,1,United States,2009
Zygmunt Solorz-Zak,Poland,52,1,Poland,2009
Peter Sondakh,Indonesia,57,1,Indonesia,2009
Alexander Spanos & family,United States,85,1,United States,2009
Kerry Stokes,Australia,67,1,Australia,2009
Sun Guangxin,China,47,1,China,2009
Henry Swieca,United States,51,1,United States,2009
Tang Yiu & family,Hong Kong,n/a,1,Hong Kong,2009
A Alfred Taubman,United States,85,1,United States,2009
Kenny Troutt,United States,61,1,United States,2009
Stefan von Holtzbrinck,Germany,45,1,Germany,2009
Theodore Waitt,United States,46,1,United States,2009
Arne Wilhelmsen & family,Norway,78,1,Norway,2009
Kamil Yazici,Turkey,79,1,Turkey,2009
Zhu Yicai,China,45,1,China,2009
Igor Zyuzin,Russia,48,1,Russia,2009